total_sim_hits,matched_sim_hits,total_rec_hits,matched_rec_hits,sim_match_fraction,rec_match_fraction
72,63,859,68,0.875,0.07916181606519208
38,37,614,52,0.9736842105263158,0.08469055374592833
103,95,722,74,0.9223300970873787,0.10249307479224377
38,24,909,21,0.631578947368421,0.0231023102310231
63,55,403,69,0.873015873015873,0.17121588089330025
52,48,611,59,0.9230769230769231,0.09656301145662848
118,95,1131,110,0.8050847457627118,0.09725906277630415
49,40,1027,47,0.8163265306122449,0.045764362220058426
26,21,745,9,0.8076923076923077,0.012080536912751677
44,40,1097,62,0.9090909090909091,0.056517775752051046
83,69,974,89,0.8313253012048193,0.09137577002053388
32,31,519,46,0.96875,0.08863198458574181
94,80,1186,109,0.851063829787234,0.09190556492411467
159,148,1110,169,0.9308176100628931,0.15225225225225225
37,32,284,20,0.8648648648648649,0.07042253521126761
46,42,936,63,0.9130434782608695,0.0673076923076923
82,72,707,72,0.8780487804878049,0.10183875530410184
40,35,1232,48,0.875,0.03896103896103896
66,62,692,87,0.9393939393939394,0.12572254335260116
38,35,1323,62,0.9210526315789473,0.04686318972033258
50,46,1248,66,0.92,0.052884615384615384
21,11,693,10,0.5238095238095238,0.01443001443001443
67,62,955,77,0.9253731343283582,0.0806282722513089
16,16,826,6,1.0,0.007263922518159807
37,33,1058,61,0.8918918918918919,0.057655954631379965
30,27,180,13,0.9,0.07222222222222222
11,5,524,4,0.45454545454545453,0.007633587786259542
11,9,696,5,0.8181818181818182,0.007183908045977011
43,30,917,15,0.6976744186046512,0.016357688113413305
28,25,707,45,0.8928571428571429,0.06364922206506365
35,29,1231,8,0.8285714285714286,0.006498781478472786
42,42,740,49,1.0,0.06621621621621622
33,27,727,48,0.8181818181818182,0.06602475928473177
12,8,706,11,0.6666666666666666,0.015580736543909348
104,85,647,104,0.8173076923076923,0.160741885625966
128,109,1116,127,0.8515625,0.11379928315412187
16,12,598,2,0.75,0.0033444816053511705
26,26,762,40,1.0,0.05249343832020997
27,26,722,24,0.9629629629629629,0.0332409972299169
43,36,1194,58,0.8372093023255814,0.048576214405360134
7,0,750,0,0.0,0.0
187,157,1014,164,0.839572192513369,0.16173570019723865
146,129,1002,130,0.8835616438356164,0.12974051896207583
20,20,678,10,1.0,0.014749262536873156
46,37,480,11,0.8043478260869565,0.022916666666666665
38,38,1098,45,1.0,0.040983606557377046
60,54,1003,46,0.9,0.045862412761714856
25,24,839,44,0.96,0.052443384982121574
54,48,890,54,0.8888888888888888,0.060674157303370786
58,56,804,69,0.9655172413793104,0.08582089552238806
6,6,643,4,1.0,0.006220839813374806
118,96,1085,124,0.8135593220338984,0.11428571428571428
119,105,867,123,0.8823529411764706,0.14186851211072665
62,57,505,75,0.9193548387096774,0.1485148514851485
67,43,701,22,0.6417910447761194,0.03138373751783167
6,4,572,2,0.6666666666666666,0.0034965034965034965
66,63,1110,83,0.9545454545454546,0.07477477477477477
182,165,1284,177,0.9065934065934066,0.1378504672897196
40,36,633,46,0.9,0.07266982622432859
40,37,877,53,0.925,0.06043329532497149
25,22,249,10,0.88,0.040160642570281124
7,5,683,2,0.7142857142857143,0.0029282576866764276
20,13,677,6,0.65,0.008862629246676515
15,10,661,12,0.6666666666666666,0.018154311649016642
31,31,778,38,1.0,0.04884318766066838
28,20,538,12,0.7142857142857143,0.022304832713754646
18,15,606,20,0.8333333333333334,0.033003300330033
17,17,796,8,1.0,0.010050251256281407
22,20,1187,50,0.9090909090909091,0.04212299915754002
44,35,709,26,0.7954545454545454,0.036671368124118475
36,34,1031,52,0.9444444444444444,0.0504364694471387
104,90,842,106,0.8653846153846154,0.12589073634204276
19,18,1238,39,0.9473684210526315,0.03150242326332795
32,31,583,45,0.96875,0.07718696397941681
45,44,1167,69,0.9777777777777777,0.05912596401028278
27,27,736,43,1.0,0.058423913043478264
16,13,964,11,0.8125,0.011410788381742738
113,109,1662,145,0.9646017699115044,0.08724428399518652
31,20,942,14,0.6451612903225806,0.014861995753715499
26,25,671,13,0.9615384615384616,0.019374068554396422
60,54,1510,92,0.9,0.060927152317880796
24,21,516,12,0.875,0.023255813953488372
22,20,683,33,0.9090909090909091,0.048316251830161056
35,31,624,36,0.8857142857142857,0.057692307692307696
231,206,1202,225,0.8917748917748918,0.18718801996672213
35,28,1330,30,0.8,0.022556390977443608
11,7,754,2,0.6363636363636364,0.002652519893899204
32,24,918,21,0.75,0.02287581699346405
77,72,958,98,0.935064935064935,0.1022964509394572
27,25,591,36,0.9259259259259259,0.06091370558375635
10,3,1146,2,0.3,0.0017452006980802793
106,92,606,93,0.8679245283018868,0.15346534653465346
31,29,592,16,0.9354838709677419,0.02702702702702703
28,24,750,10,0.8571428571428571,0.013333333333333334
95,68,757,89,0.7157894736842105,0.11756935270805813
79,73,963,113,0.9240506329113924,0.11734164070612668
44,37,503,46,0.8409090909090909,0.09145129224652088
29,28,943,47,0.9655172413793104,0.04984093319194061
31,26,629,22,0.8387096774193549,0.034976152623211444
53,49,481,31,0.9245283018867925,0.06444906444906445
79,74,791,99,0.9367088607594937,0.12515802781289506
28,26,888,44,0.9285714285714286,0.04954954954954955
25,21,998,13,0.84,0.013026052104208416
21,20,684,8,0.9523809523809523,0.011695906432748537
47,38,911,28,0.8085106382978723,0.030735455543358946
49,45,967,70,0.9183673469387755,0.07238883143743537
85,74,1260,97,0.8705882352941177,0.07698412698412699
36,36,1523,36,1.0,0.023637557452396585
17,15,674,5,0.8823529411764706,0.00741839762611276
29,28,796,54,0.9655172413793104,0.0678391959798995
151,128,1000,152,0.847682119205298,0.152
14,13,892,6,0.9285714285714286,0.006726457399103139
18,9,932,4,0.5,0.004291845493562232
64,57,743,93,0.890625,0.12516823687752354
21,20,579,14,0.9523809523809523,0.024179620034542316
17,11,843,3,0.6470588235294118,0.0035587188612099642
26,22,1009,46,0.8461538461538461,0.04558969276511397
23,23,1044,44,1.0,0.0421455938697318
141,132,1349,179,0.9361702127659575,0.13269088213491476
24,24,1149,39,1.0,0.033942558746736295
29,23,446,37,0.7931034482758621,0.08295964125560538
64,61,890,84,0.953125,0.09438202247191012
79,73,939,89,0.9240506329113924,0.09478168264110756
12,10,731,6,0.8333333333333334,0.008207934336525308
9,2,576,1,0.2222222222222222,0.001736111111111111
64,39,560,26,0.609375,0.04642857142857143
24,19,587,10,0.7916666666666666,0.017035775127768313
36,36,1221,71,1.0,0.05814905814905815
32,24,435,35,0.75,0.08045977011494253
18,14,535,19,0.7777777777777778,0.03551401869158879
47,40,789,62,0.851063829787234,0.07858048162230671
47,36,285,38,0.7659574468085106,0.13333333333333333
16,16,627,25,1.0,0.03987240829346093
61,51,665,80,0.8360655737704918,0.12030075187969924
22,22,1494,56,1.0,0.03748326639892905
27,26,1190,37,0.9629629629629629,0.031092436974789917
12,2,1132,1,0.16666666666666666,0.0008833922261484099
86,79,1040,58,0.9186046511627907,0.05576923076923077
23,22,914,34,0.9565217391304348,0.037199124726477024
71,61,687,57,0.8591549295774648,0.08296943231441048
48,47,703,53,0.9791666666666666,0.07539118065433854
95,76,556,99,0.8,0.17805755395683454
19,17,472,12,0.8947368421052632,0.025423728813559324
26,25,750,13,0.9615384615384616,0.017333333333333333
44,42,601,61,0.9545454545454546,0.10149750415973377
24,17,522,20,0.7083333333333334,0.038314176245210725
34,25,642,21,0.7352941176470589,0.03271028037383177
150,121,566,128,0.8066666666666666,0.22614840989399293
53,41,1342,63,0.7735849056603774,0.04694485842026826
31,31,892,52,1.0,0.05829596412556054
22,18,819,24,0.8181818181818182,0.029304029304029304
13,6,857,5,0.46153846153846156,0.005834305717619603
86,84,1138,95,0.9767441860465116,0.08347978910369068
55,48,1335,76,0.8727272727272727,0.05692883895131086
7,6,1369,7,0.8571428571428571,0.005113221329437546
37,31,1099,24,0.8378378378378378,0.02183803457688808
56,51,676,61,0.9107142857142857,0.09023668639053255
52,46,1122,29,0.8846153846153846,0.025846702317290554
16,13,629,11,0.8125,0.017488076311605722
33,30,532,30,0.9090909090909091,0.05639097744360902
49,40,952,22,0.8163265306122449,0.023109243697478993
68,60,572,79,0.8823529411764706,0.1381118881118881
17,8,394,4,0.47058823529411764,0.01015228426395939
153,124,491,140,0.8104575163398693,0.285132382892057
39,34,772,43,0.8717948717948718,0.05569948186528497
64,46,829,47,0.71875,0.05669481302774427
29,20,624,22,0.6896551724137931,0.035256410256410256
56,54,1168,58,0.9642857142857143,0.04965753424657534
37,28,639,8,0.7567567567567568,0.012519561815336464
37,26,1177,17,0.7027027027027027,0.014443500424808835
22,21,783,15,0.9545454545454546,0.019157088122605363
10,3,858,2,0.3,0.002331002331002331
9,8,724,3,0.8888888888888888,0.004143646408839779
60,49,730,57,0.8166666666666667,0.07808219178082192
58,45,889,44,0.7758620689655172,0.049493813273340834
33,30,763,52,0.9090909090909091,0.06815203145478375
36,21,915,13,0.5833333333333334,0.014207650273224045
39,39,1087,64,1.0,0.05887764489420423
50,36,623,20,0.72,0.03210272873194221
75,59,565,73,0.7866666666666666,0.12920353982300886
37,36,668,39,0.972972972972973,0.058383233532934134
29,28,969,50,0.9655172413793104,0.05159958720330237
107,87,761,111,0.8130841121495327,0.14586070959264127
74,70,976,88,0.9459459459459459,0.09016393442622951
11,6,1237,3,0.5454545454545454,0.002425222312045271
27,23,842,13,0.8518518518518519,0.015439429928741092
11,8,915,5,0.7272727272727273,0.00546448087431694
51,41,668,55,0.803921568627451,0.08233532934131736
81,77,917,109,0.9506172839506173,0.11886586695747
45,39,343,64,0.8666666666666667,0.18658892128279883
176,138,811,98,0.7840909090909091,0.12083847102342787
73,65,733,89,0.8904109589041096,0.12141882673942701
109,100,1052,92,0.9174311926605505,0.08745247148288973
9,0,692,0,0.0,0.0
37,36,853,48,0.972972972972973,0.05627198124267292
48,38,624,28,0.7916666666666666,0.04487179487179487
50,38,470,13,0.76,0.027659574468085105
25,21,593,36,0.84,0.06070826306913996
44,43,672,74,0.9772727272727273,0.11011904761904762
31,21,627,14,0.6774193548387096,0.022328548644338118
135,129,1040,159,0.9555555555555556,0.1528846153846154
38,37,605,56,0.9736842105263158,0.09256198347107437
38,34,657,36,0.8947368421052632,0.0547945205479452
34,24,778,15,0.7058823529411765,0.019280205655526992
11,8,665,3,0.7272727272727273,0.004511278195488722
10,7,1002,3,0.7,0.0029940119760479044
23,20,973,23,0.8695652173913043,0.023638232271325797
50,49,819,62,0.98,0.0757020757020757
17,11,1046,6,0.6470588235294118,0.0057361376673040155
34,34,598,44,1.0,0.07357859531772576
80,64,733,86,0.8,0.11732605729877217
46,34,775,30,0.7391304347826086,0.03870967741935484
85,70,745,89,0.8235294117647058,0.11946308724832215
8,7,1018,2,0.875,0.0019646365422396855
48,41,913,28,0.8541666666666666,0.03066812705366922
56,48,704,51,0.8571428571428571,0.07244318181818182
23,21,1327,20,0.9130434782608695,0.015071590052750565
26,23,947,18,0.8846153846153846,0.01900739176346357
84,78,630,101,0.9285714285714286,0.16031746031746033
6,3,575,1,0.5,0.0017391304347826088
81,61,384,43,0.7530864197530864,0.11197916666666667
44,41,1149,59,0.9318181818181818,0.05134899912967798
79,74,712,109,0.9367088607594937,0.15308988764044945
91,71,712,85,0.7802197802197802,0.11938202247191011
47,41,1285,35,0.8723404255319149,0.027237354085603113
16,11,751,4,0.6875,0.005326231691078562
61,55,677,54,0.9016393442622951,0.07976366322008863
154,125,809,120,0.8116883116883117,0.14833127317676142
16,16,1241,14,1.0,0.011281224818694601
48,45,1420,56,0.9375,0.03943661971830986
26,26,459,30,1.0,0.06535947712418301
32,28,815,42,0.875,0.051533742331288344
43,39,230,30,0.9069767441860465,0.13043478260869565
52,52,983,84,1.0,0.08545269582909461
56,49,609,47,0.875,0.07717569786535304
47,44,1171,63,0.9361702127659575,0.053800170794193
51,49,976,67,0.9607843137254902,0.06864754098360656
18,15,743,15,0.8333333333333334,0.020188425302826378
21,18,1183,25,0.8571428571428571,0.021132713440405747
89,70,865,77,0.7865168539325843,0.08901734104046242
16,16,917,29,1.0,0.03162486368593239
29,29,419,40,1.0,0.0954653937947494
33,32,1212,47,0.9696969696969697,0.038778877887788776
24,21,859,32,0.875,0.037252619324796274
19,18,1045,15,0.9473684210526315,0.014354066985645933
66,63,652,81,0.9545454545454546,0.12423312883435583
23,19,415,8,0.8260869565217391,0.01927710843373494
27,26,1248,35,0.9629629629629629,0.028044871794871796
12,6,1268,3,0.5,0.002365930599369085
33,27,444,43,0.8181818181818182,0.09684684684684684
21,20,513,20,0.9523809523809523,0.03898635477582846
44,21,720,13,0.4772727272727273,0.018055555555555554
41,37,838,69,0.9024390243902439,0.08233890214797136
36,33,887,46,0.9166666666666666,0.05186020293122886
23,22,697,12,0.9565217391304348,0.01721664275466284
37,37,643,26,1.0,0.04043545878693624
6,1,526,1,0.16666666666666666,0.0019011406844106464
14,11,1105,6,0.7857142857142857,0.005429864253393665
40,25,802,14,0.625,0.017456359102244388
20,20,769,15,1.0,0.01950585175552666
16,12,741,4,0.75,0.005398110661268556
11,11,829,18,1.0,0.021712907117008445
19,16,1239,9,0.8421052631578947,0.007263922518159807
19,19,549,28,1.0,0.051001821493624776
89,73,491,85,0.8202247191011236,0.17311608961303462
71,58,1654,78,0.8169014084507042,0.0471584038694075
18,15,711,7,0.8333333333333334,0.009845288326300985
55,46,710,48,0.8363636363636363,0.0676056338028169
21,16,478,11,0.7619047619047619,0.02301255230125523
10,10,1336,8,1.0,0.005988023952095809
14,5,778,3,0.35714285714285715,0.0038560411311053984
10,8,382,1,0.8,0.002617801047120419
42,37,1463,68,0.8809523809523809,0.04647983595352016
3,2,674,1,0.6666666666666666,0.001483679525222552
23,23,729,16,1.0,0.02194787379972565
46,37,807,46,0.8043478260869565,0.057001239157372985
68,63,1275,88,0.9264705882352942,0.06901960784313725
65,49,779,27,0.7538461538461538,0.03465982028241335
133,107,614,110,0.8045112781954887,0.1791530944625407
13,11,959,6,0.8461538461538461,0.006256517205422315
6,5,651,2,0.8333333333333334,0.0030721966205837174
31,14,966,5,0.45161290322580644,0.005175983436853002
134,127,806,138,0.9477611940298507,0.17121588089330025
55,50,673,59,0.9090909090909091,0.08766716196136701
67,63,983,90,0.9402985074626866,0.09155645981688708
91,73,1048,72,0.8021978021978022,0.06870229007633588
39,37,623,38,0.9487179487179487,0.060995184590690206
33,30,844,41,0.9090909090909091,0.0485781990521327
177,167,1146,172,0.943502824858757,0.15008726003490402
42,39,1009,22,0.9285714285714286,0.02180376610505451
9,7,1026,7,0.7777777777777778,0.00682261208576998
30,27,589,38,0.9,0.06451612903225806
54,54,820,82,1.0,0.1
28,28,1527,45,1.0,0.029469548133595286
17,9,845,4,0.5294117647058824,0.004733727810650888
9,0,552,0,0.0,0.0
59,56,1072,76,0.9491525423728814,0.0708955223880597
41,38,563,65,0.926829268292683,0.11545293072824156
82,72,802,93,0.8780487804878049,0.11596009975062344
28,22,643,11,0.7857142857142857,0.017107309486780714
116,95,1317,127,0.8189655172413793,0.09643128321943811
14,11,954,3,0.7857142857142857,0.0031446540880503146
54,49,662,65,0.9074074074074074,0.09818731117824774
89,78,1150,119,0.8764044943820225,0.10347826086956521
134,113,1373,144,0.8432835820895522,0.10487982520029134
31,29,777,37,0.9354838709677419,0.047619047619047616
6,2,675,1,0.3333333333333333,0.0014814814814814814
35,29,781,47,0.8285714285714286,0.06017925736235595
31,31,606,54,1.0,0.0891089108910891
49,43,745,72,0.8775510204081632,0.09664429530201342
107,71,413,32,0.6635514018691588,0.0774818401937046
30,26,737,39,0.8666666666666667,0.052917232021709636
208,179,676,196,0.8605769230769231,0.28994082840236685
49,45,553,52,0.9183673469387755,0.09403254972875226
21,20,506,17,0.9523809523809523,0.03359683794466403
42,38,601,48,0.9047619047619048,0.07986688851913477
15,10,540,4,0.6666666666666666,0.007407407407407408
71,57,433,49,0.8028169014084507,0.11316397228637413
52,46,879,58,0.8846153846153846,0.06598407281001138
14,13,567,3,0.9285714285714286,0.005291005291005291
24,24,553,33,1.0,0.059674502712477394
34,31,781,34,0.9117647058823529,0.04353393085787452
16,16,613,8,1.0,0.013050570962479609
58,53,519,67,0.9137931034482759,0.12909441233140656
16,13,1321,8,0.8125,0.006056018168054504
54,50,595,67,0.9259259259259259,0.11260504201680673
36,28,726,10,0.7777777777777778,0.013774104683195593
17,12,1026,6,0.7058823529411765,0.005847953216374269
31,30,1028,46,0.967741935483871,0.04474708171206226
96,73,391,30,0.7604166666666666,0.07672634271099744
15,15,917,10,1.0,0.010905125408942203
137,119,850,133,0.8686131386861314,0.1564705882352941
42,40,510,23,0.9523809523809523,0.045098039215686274
25,20,853,35,0.8,0.041031652989449004
114,102,885,50,0.8947368421052632,0.05649717514124294
